combo_idx,latency_ms,combo_key,device_key,model_key,hw_name
0,5.624878,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.154146,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.780914,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.847466,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,4.83522,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.062361,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.56296,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.407502,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.512326,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.219587,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.826053,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.790485,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.541322,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.912814,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.681866,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.2174,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.647294,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.182537,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.825722,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.50073,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.453494,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.279838,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.946176,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.464112,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.368265,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.394938,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.70455,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.646136,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.66269,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.669022,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,6.267922,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.375936,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.338889,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.233335,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.73384,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.91342,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.478318,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.224099,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.229586,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.745957,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.778394,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.708346,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.285236,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.599479,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.559055,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.594762,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.823264,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.59648,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.755871,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.541864,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.619418,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.739199,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.008109,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.406302,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.353547,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.294559,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.42189,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,6.041533,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.215111,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.857167,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,4.929095,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.400976,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.575181,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.723423,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.767182,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.79593,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.396131,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.356355,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.818554,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.451239,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.071635,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.121484,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.19634,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.692246,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.568066,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.759922,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.368641,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.573706,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.737204,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.409916,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.678108,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.286491,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.391115,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.384575,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.099587,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.688679,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.353886,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.522581,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.6865,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.674522,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.751135,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.483731,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.370026,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.490301,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,4.927532,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.011625,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.055177,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.169107,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.658154,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.201231,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.385826,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.973021,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.393492,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.776385,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.191381,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.446291,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.185639,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.399524,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.812369,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,4.913534,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.670284,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.60143,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.310217,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.011994,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.543457,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.332851,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.599659,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.525857,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,6.078933,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.434418,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.159917,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.580965,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.59522,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.99401,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.81055,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.643135,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,6.030458,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.102064,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.294253,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.193846,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.381749,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.036279,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.740551,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.440415,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.003331,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.162689,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.627957,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.811606,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,6.217192,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,6.538247,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.663277,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.171805,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,4.771854,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.611924,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.233626,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.372806,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.303934,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.468922,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.891369,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.573184,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.462675,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.155662,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,4.931961,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
0,5.347968,coral_devboard_edgetpu::efficientnet_edgetpu_s,coral_devboard_edgetpu,efficientnet_edgetpu_s,Coral Dev Board + Edge TPU
